State,County,City/Town,Zipcode,Area Type,2022 Population,Unemployment(%),2022 Median Income ($),Cost of Living ($),2016 Crime Rate,Air Quality Index (%),Number of National Parks,Area Covered by State Parks (%),Student to Teacher Ratio Rank,Diversity Rank (Race),Diversity Rank (Gender)
PA,Montgomery County,Royersford,19468,41-Rural: Fringe,864683,3.61,116070.36,93358.2,0.016,84.38,0,0.0,2913,2962,2996
PA,Berks County,Leesport,19533,21-Suburb: Large,430449,4.51,79812.11,77582.51,0.018,84.38,0,0.0,2827,2949,2878
DE,New Castle County,Wilmington,19804,21-Suburb: Large,575494,4.56,94024.41,85457.85,0.034,77.02,0,0.0,2888,2915,2994
DE,Kent County,Camden Wyoming,19934,22-Suburb: Mid-size,186946,5.54,72821.48,80183.76,0.029,77.02,0,0.0,2633,2394,2759
DE,Sussex County,Frankford,19945,41-Rural: Fringe,255956,4.62,76750.11,78874.95,0.025,77.02,0,0.0,2629,2329,2733
VA,Manassas city,Manassas,20110,21-Suburb: Large,42642,2.69,89286.63,95689.42,0.022,93.76,1,0.73,1669,1140,1448
VA,Manassas Park city,Manassas,20111,21-Suburb: Large,16703,2.59,92252.11,103719.43,0.011,93.76,1,0.73,665,223,201
VA,Loudoun County,Leesburg,20175,41-Rural: Fringe,432085,2.45,164479.05,110799.43,0.009,93.76,1,0.73,2833,2810,2916
VA,Fauquier County,Warrenton,20187,41-Rural: Fringe,74664,2.63,124632.04,93809.17,0.01,93.76,1,0.73,1867,1441,2045
MD,Charles County,La Plata,20646,41-Rural: Fringe,170102,3.44,114600.98,95591.77,0.019,85.48,0,0.0,2574,1994,2529
MD,St. Mary's County,Leonardtown,20650,41-Rural: Fringe,114877,3.17,110684.66,84087.87,0.02,85.48,0,0.0,2454,1947,2411
MD,Calvert County,Prince Frederick,20678,41-Rural: Fringe,94573,3.04,126809.94,94395.58,0.014,85.48,0,0.0,2410,1771,2271
MD,Prince George's County,Hyattsville,20782,21-Suburb: Large,946971,3.66,100715.2,86111.53,0.026,85.48,0,0.0,2977,3072,3066
MD,Montgomery County,Silver Spring,20906,21-Suburb: Large,1052521,2.99,134261.61,98258.18,0.017,85.48,0,0.0,2970,2995,3052
MD,Harford County,Darlington,21034,41-Rural: Fringe,263867,3.06,109701.98,81142.32,0.015,85.48,0,0.0,2727,2561,2736
MD,Howard County,Ellicott City,21042,13-City: Small,335411,2.7,148691.59,96604.43,0.019,85.48,0,0.0,2784,2734,2805
MD,Carroll County,Westminster,21157,23-Suburb: Small,175305,2.73,116096.03,78724.36,0.013,85.48,0,0.0,2584,2638,2671
MD,Baltimore County,Towson,21204,13-City: Small,846161,3.42,97940.72,79874.62,0.033,85.48,0,0.0,2940,3024,3029
MD,Baltimore city,Baltimore,21230,11-City: Large,569931,4.46,64801.96,70955.47,0.073,85.48,0,0.0,2950,3055,3025
MD,Anne Arundel County,Annapolis,21401,21-Suburb: Large,593286,2.92,119051.24,93507.39,0.026,85.48,0,0.0,2892,2843,2985
MD,Allegany County,Cumberland,21502,23-Suburb: Small,67267,4.2,62822.25,61487.12,0.035,85.48,0,0.0,2104,2082,2101
MD,Garrett County,Oakland,21550,42-Rural: Distant,28579,3.57,67678.1,62791.03,0.016,85.48,0,0.0,1337,1983,1602
MD,Dorchester County,Cambridge,21613,32-Town: Distant,32726,3.73,70795.55,66106.81,0.034,85.48,0,0.0,1436,1158,1801
MD,Queen Anne's County,Church Hill,21623,42-Rural: Distant,51711,2.84,114408.96,94175.08,0.014,85.48,0,0.0,1917,1039,1661
MD,Caroline County,Ridgely,21660,41-Rural: Fringe,33433,3.17,71751.52,67504.93,0.022,85.48,0,0.0,1232,481,1530
MD,Kent County,Rock Hall,21661,42-Rural: Distant,19320,3.73,86792.47,71473.92,0.015,85.48,0,0.0,363,24,416
MD,Talbot County,Tilghman,21671,42-Rural: Distant,37932,3.48,93352.86,72602.26,0.021,85.48,0,0.0,1091,427,751
MD,Frederick County,Frederick,21701,13-City: Small,287079,3.04,116016.97,87056.13,0.013,85.48,0,0.0,2810,2701,2845
MD,Washington County,Hagerstown,21740,13-City: Small,155590,3.44,78509.06,66773.34,0.024,85.48,0,0.0,2663,2546,2649
MD,Wicomico County,Salisbury,21804,13-City: Small,104664,4.0,71676.56,71789.79,0.034,85.48,0,0.0,2110,629,2164
MD,Worcester County,Newark,21841,42-Rural: Distant,53866,5.29,82312.43,72674.92,0.037,85.48,0,0.0,1279,751,1914
MD,Somerset County,Westover,21871,42-Rural: Distant,24546,5.02,53694.79,64875.33,0.025,85.48,0,0.0,1340,1061,1487
MD,Cecil County,Elkton,21921,21-Suburb: Large,104942,3.44,94147.63,77471.59,0.029,85.48,0,0.0,2338,1919,2331
VA,Fairfax city,Fairfax,22030,21-Suburb: Large,24835,2.51,145809.3,105520.51,0.018,93.76,1,0.73,566,312,716
VA,Fairfax County,Fairfax,22032,21-Suburb: Large,1138331,2.53,148568.38,110032.5,0.015,93.76,1,0.73,2945,3039,3059
VA,Falls Church city,Falls Church,22046,21-Suburb: Large,14586,2.25,177662.47,108066.32,0.017,93.76,1,0.73,618,178,161
VA,Arlington County,Arlington,22204,12-City: Mid-size,234000,2.12,165123.89,111099.49,0.017,93.76,1,0.73,1916,2805,2849
VA,Alexandria city,Alexandria,22304,12-City: Mid-size,155525,2.42,133892.98,101532.09,0.02,93.76,1,0.73,2124,1777,2119
VA,Fredericksburg city,Fredericksburg,22401,22-Suburb: Mid-size,28757,3.48,87438.34,89325.52,0.04,93.76,1,0.73,831,61,312
VA,Spotsylvania County,Fredericksburg,22407,41-Rural: Fringe,146688,3.04,102601.48,96121.16,0.013,93.76,1,0.73,2521,2074,2527
VA,Westmoreland County,Colonial Beach,22443,32-Town: Distant,18712,3.27,75608.28,73547.66,0.011,93.76,1,0.73,779,52,851
VA,King George County,Dahlgren,22448,32-Town: Distant,27856,2.64,103466.07,81157.2,0.01,93.76,1,0.73,863,54,526
VA,Northumberland County,Heathsville,22473,42-Rural: Distant,12302,4.14,73113.09,71629.02,0.011,93.76,1,0.73,137,38,248
VA,Lancaster County,Lancaster,22503,43-Rural: Remote,10750,3.71,75045.58,73881.24,0.015,93.76,1,0.73,362,212,117
VA,Caroline County,Ruther Glen,22546,41-Rural: Fringe,31957,3.36,79105.65,84509.53,0.012,93.76,1,0.73,1313,177,310
VA,Stafford County,Stafford,22554,21-Suburb: Large,163380,2.96,123842.41,98815.13,0.013,93.76,1,0.73,2599,1974,2511
VA,Essex County,Tappahannock,22560,32-Town: Distant,10630,3.55,60043.65,71530.69,0.016,93.76,1,0.73,186,324,581
VA,Richmond County,Warsaw,22572,42-Rural: Distant,9080,2.96,59457.34,71587.45,0.007,93.76,1,0.73,188,989,1097
VA,Winchester city,Winchester,22601,13-City: Small,27936,2.8,71218.6,80033.98,0.03,93.76,1,0.73,1047,40,816
VA,Frederick County,Winchester,22601,23-Suburb: Small,95051,2.49,90785.8,83817.21,0.012,93.76,1,0.73,2004,1619,2082
VA,Clarke County,Boyce,22620,41-Rural: Fringe,15266,2.62,105748.71,88123.33,0.01,93.76,1,0.73,427,68,413
VA,Warren County,Front Royal,22630,31-Town: Fringe,41440,2.95,86134.27,79043.45,0.015,93.76,1,0.73,1406,374,1156
VA,Culpeper County,Culpeper,22701,32-Town: Distant,54381,2.87,92167.91,80994.51,0.011,93.76,1,0.73,1589,197,1192
VA,Madison County,Madison,22727,42-Rural: Distant,14000,2.28,68312.68,73165.56,0.008,93.76,1,0.73,670,217,56
VA,Rappahannock County,Washington,22747,42-Rural: Distant,7502,2.59,100521.13,83660.24,0.004,93.76,1,0.73,309,182,86
VA,Harrisonburg city,Harrisonburg,22801,13-City: Small,51158,3.57,65111.04,74005.52,0.024,93.76,1,0.73,1572,1228,1620
VA,Rockingham County,Fulks Run,22830,42-Rural: Distant,85397,2.62,74238.5,76965.35,0.009,93.76,1,0.73,2210,1945,2109
VA,Page County,Luray,22835,42-Rural: Distant,23750,3.51,64656.16,66655.41,0.017,93.76,1,0.73,1236,1409,1373
VA,Shenandoah County,Mount Jackson,22842,42-Rural: Distant,44968,2.89,70681.57,71245.71,0.013,93.76,1,0.73,1343,1396,1695
VA,Albemarle County,Charlottesville,22901,41-Rural: Fringe,114534,2.73,105842.15,90203.19,0.014,93.76,1,0.73,2085,1996,2452
VA,Charlottesville city,Charlottesville,22903,13-City: Small,45373,2.69,92093.98,88303.76,0.033,93.76,1,0.73,1113,785,1885
VA,Nelson County,Afton,22920,42-Rural: Distant,14652,2.85,80136.59,74618.57,0.014,93.76,1,0.73,305,19,366
VA,Augusta County,Fishersville,22939,41-Rural: Fringe,78064,2.67,75494.3,78003.55,0.01,93.76,1,0.73,2136,2249,2382
VA,Orange County,Orange,22960,32-Town: Distant,37991,3.07,85721.49,75313.23,0.009,93.76,1,0.73,1463,653,1266
VA,Fluvanna County,Palmyra,22963,42-Rural: Distant,28159,2.63,93759.48,89359.29,0.008,93.76,1,0.73,793,707,878
VA,Greene County,Stanardsville,22973,41-Rural: Fringe,21107,2.47,78504.96,88408.54,0.01,93.76,1,0.73,1224,870,959
VA,Waynesboro city,Waynesboro,22980,23-Suburb: Small,22808,3.08,62955.73,71578.56,0.024,93.76,1,0.73,1321,142,1168
VA,Amelia County,Amelia Court House,23002,42-Rural: Distant,13455,3.03,84043.66,75778.6,0.011,93.76,1,0.73,418,63,191
VA,Charles City County,Charles City,23030,42-Rural: Distant,6605,3.21,78038.78,75531.37,0.008,93.76,1,0.73,135,1,25
VA,Cumberland County,Cumberland,23040,43-Rural: Remote,9746,3.48,61219.37,72614.44,0.009,93.76,1,0.73,213,278,612
VA,Gloucester County,Gloucester,23061,41-Rural: Fringe,39493,2.79,86727.78,80523.49,0.014,93.76,1,0.73,1130,467,1344
VA,Goochland County,Goochland,23063,42-Rural: Distant,26109,2.8,115181.13,89748.78,0.008,93.76,1,0.73,519,91,603
VA,Henrico County,Henrico,23075,21-Suburb: Large,333962,2.91,93673.23,83507.88,0.027,93.76,1,0.73,2840,2946,2906
VA,Nottoway County,Jetersville,23083,42-Rural: Distant,15559,3.16,58330.91,67638.05,0.017,93.76,1,0.73,657,501,1225
VA,King and Queen County,King And Queen Court House,23085,42-Rural: Distant,6718,2.71,75361.84,70563.64,0.011,93.76,1,0.73,426,28,189
VA,King William County,King William,23086,42-Rural: Distant,18492,2.73,77346.7,83492.96,0.006,93.76,1,0.73,729,266,1183
VA,Middlesex County,Locust Hill,23092,42-Rural: Distant,10943,2.82,70225.66,73427.5,0.013,93.76,1,0.73,262,56,76
VA,Louisa County,Louisa,23093,42-Rural: Distant,40116,2.79,74897.72,74410.83,0.012,93.76,1,0.73,836,136,780
VA,Mathews County,Mathews,23109,42-Rural: Distant,8490,2.94,68953.42,77641.6,0.009,93.76,1,0.73,121,15,267
VA,Hanover County,Mechanicsville,23116,41-Rural: Fringe,112938,2.51,107879.38,85680.64,0.013,93.76,1,0.73,2542,2392,2364
VA,New Kent County,New Kent,23124,42-Rural: Distant,24986,2.45,99881.42,79911.56,0.012,93.76,1,0.73,604,490,924
VA,Powhatan County,Powhatan,23139,42-Rural: Distant,31489,2.6,102904.4,80989.78,0.007,93.76,1,0.73,641,804,876
VA,Williamsburg city,Williamsburg,23185,23-Suburb: Small,15909,4.26,88563.75,82897.39,0.025,93.76,1,0.73,477,18,239
VA,Richmond city,Richmond,23219,12-City: Mid-size,229395,3.52,66234.39,76501.36,0.044,93.76,1,0.73,2695,2850,2864
VA,Isle of Wight County,Carrsville,23315,42-Rural: Distant,40151,2.88,96625.36,81585.66,0.013,93.76,1,0.73,1539,516,1035
VA,Northampton County,Machipongo,23405,43-Rural: Remote,11900,3.63,61318.97,69861.04,0.011,93.76,1,0.73,319,541,1172
VA,Accomack County,Oak Hall,23416,42-Rural: Distant,33191,3.38,59259.16,65524.01,0.017,93.76,1,0.73,1807,1851,1823
VA,Suffolk city,Suffolk,23434,21-Suburb: Large,98537,3.22,89384.18,84120.54,0.024,93.76,1,0.73,2119,1997,2284
VA,Virginia Beach city,Virginia Beach,23456,11-City: Large,455618,2.88,90928.52,88305.94,0.023,93.76,1,0.73,2845,2825,2926
VA,Chesapeake city,Norfolk,23502,21-Suburb: Large,252488,3.03,92981.15,85500.34,0.028,93.76,1,0.73,2772,2421,2744
VA,Norfolk city,Norfolk,23502,12-City: Mid-size,232995,3.66,63679.64,77374.09,0.051,93.76,1,0.73,2692,2568,2824
VA,Montgomery County,Newport News,23607,13-City: Small,98915,2.84,84702.88,81665.56,0.016,93.76,1,0.73,1859,2036,2327
VA,Newport News city,Newport News,23608,12-City: Mid-size,184306,3.78,66614.31,77033.11,0.036,93.76,1,0.73,2671,2574,2809
VA,Poquoson city,Poquoson,23662,21-Suburb: Large,12582,2.52,112442.59,85127.81,0.015,93.76,1,0.73,673,346,323
VA,Hampton city,Hampton,23666,12-City: Mid-size,138037,4.0,71542.05,79625.94,0.038,93.76,1,0.73,2506,2338,2659
VA,York County,Yorktown,23692,41-Rural: Fringe,71341,2.85,108803.52,93575.39,0.02,93.76,1,0.73,2164,557,2112
VA,Portsmouth city,Portsmouth,23702,13-City: Small,97029,4.02,63014.26,76450.39,0.064,93.76,1,0.73,2265,2209,2175
VA,Dinwiddie County,Petersburg,23803,21-Suburb: Large,28161,3.37,76677.21,80230.96,0.014,93.76,1,0.73,1218,1059,1388
VA,Petersburg city,Petersburg,23803,21-Suburb: Large,33394,5.98,48183.81,73880.27,0.042,93.76,1,0.73,974,1470,1029
VA,Prince George County,Carson,23830,42-Rural: Distant,43134,3.54,88286.5,91244.54,0.011,93.76,1,0.73,1291,483,1435
VA,Chesterfield County,Chesterfield,23832,21-Suburb: Large,378408,2.88,98285.73,87552.34,0.019,93.76,1,0.73,2762,2761,2860
VA,Colonial Heights city,Colonial Heights,23834,21-Suburb: Large,18294,3.34,75411.13,79200.64,0.048,93.76,1,0.73,834,369,568
VA,Surry County,Dendron,23839,42-Rural: Distant,6527,3.05,74658.47,68823.24,0.011,93.76,1,0.73,237,82,193
VA,Emporia city,Emporia,23847,32-Town: Distant,5481,4.93,37757.42,62753.24,0.054,93.76,1,0.73,45,43,10
VA,Greensville County,Emporia,23847,41-Rural: Fringe,11226,3.94,58840.21,70040.48,0.01,93.76,1,0.73,488,282,109
VA,Franklin city,Franklin,23851,32-Town: Distant,8247,4.25,48552.44,67590.75,0.041,93.76,1,0.73,300,327,333
VA,Southampton County,Franklin,23851,41-Rural: Fringe,17932,2.9,74101.93,69380.67,0.012,93.76,1,0.73,913,824,543
VA,Hopewell city,Hopewell,23860,21-Suburb: Large,22962,4.62,48128.36,75252.45,0.033,93.76,1,0.73,970,646,881
VA,Brunswick County,Lawrenceville,23868,41-Rural: Fringe,15921,4.77,52272.63,65838.28,0.007,93.76,1,0.73,627,925,599
VA,Sussex County,Sussex,23884,42-Rural: Distant,10680,4.43,62739.07,74065.85,0.012,93.76,1,0.73,194,213,102
VA,Prince Edward County,Farmville,23901,33-Town: Remote,21927,4.11,64415.88,69054.2,0.017,93.76,1,0.73,695,850,642
VA,Buckingham County,Buckingham,23921,43-Rural: Remote,16982,4.1,60623.81,71603.73,0.01,93.76,1,0.73,897,294,770
VA,Lunenburg County,Kenbridge,23944,42-Rural: Distant,12031,3.57,54502.9,66232.14,0.008,93.76,1,0.73,605,70,344
VA,Charlotte County,Keysville,23947,43-Rural: Remote,11475,3.1,58828.92,65289.55,0.012,93.76,1,0.73,761,640,785
VA,Mecklenburg County,Skipwith,23968,42-Rural: Distant,30508,3.72,59526.13,66143.59,0.016,93.76,1,0.73,855,744,1247
VA,Botetourt County,Roanoke,24012,22-Suburb: Mid-size,34135,2.62,88140.7,80979.53,0.008,93.76,1,0.73,1577,1741,1775
VA,Roanoke County,Roanoke,24019,22-Suburb: Mid-size,96914,2.63,87174.45,80078.61,0.016,93.76,1,0.73,2275,2115,2261
VA,Franklin County,Callaway,24067,42-Rural: Distant,55074,3.04,68727.52,71736.48,0.015,93.76,1,0.73,1551,623,1550
VA,Martinsville city,Martinsville,24112,32-Town: Distant,13725,4.81,45913.5,63918.45,0.029,93.76,1,0.73,911,372,403
VA,Henry County,Martinsville,24112,41-Rural: Fringe,49906,3.56,51319.74,63726.61,0.029,93.76,1,0.73,1840,1027,1870
VA,Craig County,New Castle,24127,42-Rural: Distant,4847,3.12,80900.55,68385.11,0.006,93.76,1,0.73,63,241,331
VA,Giles County,Pearisburg,24134,41-Rural: Fringe,16453,3.24,63291.5,72068.72,0.014,93.76,1,0.73,786,862,742
VA,Radford city,Radford,24141,23-Suburb: Small,16738,3.68,67738.69,72381.13,0.029,93.76,1,0.73,633,59,203
VA,Floyd County,Radford,24141,42-Rural: Distant,15619,2.57,64102.7,70513.28,0.009,93.76,1,0.73,867,558,614
VA,Salem city,Salem,24153,22-Suburb: Mid-size,25523,2.98,77268.66,77247.74,0.022,93.76,1,0.73,997,996,1141
VA,Patrick County,Woolwine,24185,42-Rural: Distant,17643,3.72,61503.8,65743.96,0.015,93.76,1,0.73,1215,853,678
VA,Washington County,Abingdon,24210,23-Suburb: Small,53958,3.01,64928.27,70686.87,0.02,93.76,1,0.73,1798,2334,2220
VA,Scott County,Gate City,24251,22-Suburb: Mid-size,21476,3.32,53985.38,64010.33,0.012,93.76,1,0.73,1704,2268,2021
VA,Russell County,Lebanon,24266,32-Town: Distant,25448,3.7,49938.66,65102.96,0.017,93.76,1,0.73,1448,2091,1867
VA,Dickenson County,Nora,24272,42-Rural: Distant,13725,4.59,43765.38,65453.15,0.014,93.76,1,0.73,357,818,621
VA,Norton city,Norton,24273,32-Town: Distant,3609,3.9,46095.25,62908.17,0.045,93.76,1,0.73,207,44,156
VA,Wise County,Wise,24293,32-Town: Distant,35421,4.31,51651.4,64806.5,0.019,93.76,1,0.73,1542,2156,1888
VA,Pulaski County,Pulaski,24301,31-Town: Fringe,33706,3.19,65894.51,70964.8,0.03,93.76,1,0.73,1216,1144,1210
VA,Bland County,Bland,24315,42-Rural: Distant,6148,2.98,56451.82,66336.84,0.01,93.76,1,0.73,437,265,243
VA,Galax city,Galax,24333,33-Town: Remote,6730,3.22,42071.12,64091.77,0.036,93.76,1,0.73,295,259,527
VA,Carroll County,Hillsville,24343,42-Rural: Distant,29147,3.66,57871.91,67294.32,0.016,93.76,1,0.73,1353,1960,1853
VA,Grayson County,Independence,24348,43-Rural: Remote,15343,2.71,51122.59,65993.9,0.012,93.76,1,0.73,801,1168,1324
VA,Smyth County,Marion,24354,32-Town: Distant,29449,3.28,53997.7,64915.81,0.023,93.76,1,0.73,1584,2197,1891
VA,Wythe County,Wytheville,24382,32-Town: Distant,28111,3.15,63653.97,64776.57,0.016,93.76,1,0.73,1743,2092,1574
VA,Staunton city,Staunton,24401,41-Rural: Fringe,25904,2.81,73091.53,72855.38,0.023,93.76,1,0.73,1087,972,1294
VA,Rockbridge County,Buena Vista,24416,41-Rural: Fringe,22593,2.96,69682.47,68849.08,0.013,93.76,1,0.73,328,164,169
VA,Buena Vista city,Buena Vista,24416,32-Town: Distant,6591,3.18,38581.96,66776.87,0.009,93.76,1,0.73,829,433,522
VA,Covington city,Covington,24426,32-Town: Distant,5679,4.3,59159.55,64026.44,0.025,93.76,1,0.73,646,255,19
VA,Alleghany County,Covington,24426,42-Rural: Distant,14835,3.38,60513.94,67701.08,0.011,93.76,1,0.73,579,1040,1101
VA,Lexington city,Lexington,24450,32-Town: Distant,7457,4.32,73470.43,66127.24,0.012,93.76,1,0.73,416,150,250
VA,Bath County,Millboro,24460,43-Rural: Remote,4049,2.52,67472.74,67326.85,0.007,93.76,1,0.73,274,418,324
VA,Highland County,Monterey,24465,43-Rural: Remote,2301,2.34,56876.92,67862.44,0.012,93.76,1,0.73,106,230,289
VA,Lynchburg city,Lynchburg,24501,13-City: Small,79287,4.07,63529.73,70634.64,0.027,93.76,1,0.73,1957,1894,2250
VA,Appomattox County,Appomattox,24522,42-Rural: Distant,16748,3.31,70459.77,69342.13,0.009,93.76,1,0.73,691,180,268
VA,Bedford County,Bedford,24523,32-Town: Distant,80848,2.95,78589.16,74589.11,0.01,93.76,1,0.73,2014,1970,2393
VA,Pittsylvania County,Danville,24540,42-Rural: Distant,59952,3.24,58802.22,67092.17,0.008,93.76,1,0.73,1969,2201,2158
VA,Danville city,Danville,24541,32-Town: Distant,42229,4.87,48837.9,61227.46,0.045,93.76,1,0.73,1581,1567,2163
VA,Halifax County,Halifax,24558,33-Town: Remote,33644,4.03,60766.54,64348.65,0.01,93.76,1,0.73,932,1024,1337
VA,Amherst County,Madison Heights,24572,22-Suburb: Mid-size,31589,3.2,72444.63,69236.05,0.011,93.76,1,0.73,1826,631,1072
VA,Campbell County,Rustburg,24588,41-Rural: Fringe,55141,3.21,66010.54,70038.32,0.016,93.76,1,0.73,2005,1385,1644
VA,Buchanan County,Grundy,24614,43-Rural: Remote,19352,4.97,41970.49,65311.36,0.021,93.76,1,0.73,1316,1592,1482
VA,Tazewell County,Tazewell,24651,32-Town: Distant,39821,4.42,54892.07,63585.68,0.024,93.76,1,0.73,1914,2002,1774
WV,Mercer County,Princeton,24739,41-Rural: Fringe,58700,4.67,52988.33,72389.52,0.023,89.5,1,0.05,2368,2486,2325
WV,McDowell County,Big Sandy,24816,42-Rural: Distant,17850,6.71,32785.53,77692.63,0.012,89.5,1,0.05,1230,1578,1547
WV,Wyoming County,Cyclone,24827,42-Rural: Distant,20527,4.53,51970.75,80650.14,0.009,89.5,1,0.05,1109,2089,1949
WV,Greenbrier County,Lewisburg,24901,41-Rural: Fringe,32435,3.93,52678.23,76639.9,0.015,89.5,1,0.05,1876,2143,2006
WV,Pocahontas County,Hillsboro,24946,43-Rural: Remote,7819,4.11,57034.03,77427.25,0.01,89.5,1,0.05,284,867,48
WV,Monroe County,Peterstown,24963,32-Town: Distant,12296,3.49,52116.55,74200.64,0.008,89.5,1,0.05,318,1008,741
WV,Clay County,Bomont,25030,42-Rural: Distant,7814,6.35,46735.99,73170.32,0.02,89.5,1,0.05,283,1138,625
WV,Kanawha County,Dunbar,25064,41-Rural: Fringe,175515,3.91,63683.75,83286.73,0.052,89.5,1,0.05,2781,2906,2839
WV,Putnam County,Hometown,25109,22-Suburb: Mid-size,57015,3.42,75859.85,88457.15,0.015,89.5,1,0.05,2148,2541,2269
WV,Calhoun County,Arnoldsburg,25234,42-Rural: Distant,6068,8.95,47069.71,73752.18,0.01,89.5,1,0.05,111,734,516
WV,Jackson County,Evans,25241,32-Town: Distant,27716,4.52,64825.58,72745.46,0.01,89.5,1,0.05,1606,2116,1760
WV,Roane County,Left Hand,25251,42-Rural: Distant,13834,6.77,50971.64,75114.54,0.013,89.5,1,0.05,533,891,776
WV,Berkeley County,Martinsburg,25401,13-City: Small,129490,3.0,74707.76,86372.23,0.02,89.5,1,0.05,2503,2253,2476
WV,Jefferson County,Kearneysville,25430,41-Rural: Fringe,58979,2.55,100455.42,89991.16,0.017,89.5,1,0.05,2019,1193,1896
WV,Morgan County,Paw Paw,25434,42-Rural: Distant,17430,2.9,65696.33,76122.25,0.012,89.5,1,0.05,1081,1062,645
WV,Cabell County,Barboursville,25504,41-Rural: Fringe,92730,3.67,59372.11,83995.85,0.044,89.5,1,0.05,2232,2533,2497
WV,Logan County,Harts,25524,42-Rural: Distant,31316,4.46,49352.34,77796.98,0.018,89.5,1,0.05,1933,2415,2167
WV,Boone County,Julian,25529,41-Rural: Fringe,20968,4.75,50345.28,81405.02,0.021,89.5,1,0.05,1613,2211,1651
WV,Mason County,Point Pleasant,25550,41-Rural: Fringe,25000,4.47,56772.18,76915.29,0.016,89.5,1,0.05,1355,1863,1994
WV,Lincoln County,Ranger,25557,42-Rural: Distant,19901,5.28,50281.62,82901.07,0.021,89.5,1,0.05,988,1520,856
WV,Mingo County,Dingess,25671,42-Rural: Distant,22573,5.93,45171.11,78491.04,0.009,89.5,1,0.05,1335,1790,1555
WV,Wayne County,Huntington,25704,41-Rural: Fringe,37998,4.13,53795.42,81209.95,0.022,89.5,1,0.05,1832,2452,1915
WV,Raleigh County,Beckley,25801,41-Rural: Fringe,72882,3.83,57283.54,77549.36,0.037,89.5,1,0.05,2254,2519,2405
WV,Fayette County,Mount Hope,25880,41-Rural: Fringe,39487,4.9,53137.22,77185.45,0.024,89.5,1,0.05,1603,2081,1506
WV,Summers County,Jumping Branch,25969,42-Rural: Distant,11762,3.83,50338.09,74488.78,0.007,89.5,1,0.05,669,741,373
WV,Ohio County,Wheeling,26003,13-City: Small,41447,4.15,73702.49,75768.06,0.028,89.5,1,0.05,1556,1572,1600
WV,Marshall County,Moundsville,26041,23-Suburb: Small,29752,5.27,61965.87,74516.4,0.018,89.5,1,0.05,1287,1982,1725
WV,Hancock County,New Cumberland,26047,41-Rural: Fringe,28172,5.15,60793.23,73794.74,0.013,89.5,1,0.05,1211,1650,1496
WV,Brooke County,Wellsburg,26070,41-Rural: Fringe,21733,4.76,68114.51,72862.6,0.009,89.5,1,0.05,530,1038,950
WV,Wood County,Parkersburg,26101,13-City: Small,83340,4.27,62016.19,76098.31,0.033,89.5,1,0.05,2280,2637,2501
WV,Pleasants County,Belmont,26134,32-Town: Distant,7586,5.65,72961.13,72141.76,0.005,89.5,1,0.05,452,970,750
WV,Wirt County,Elizabeth,26143,42-Rural: Distant,5091,6.21,56578.11,68806.61,0.016,89.5,1,0.05,225,289,440
WV,Tyler County,Sistersville,26175,42-Rural: Distant,8183,6.32,58589.67,73047.77,0.009,89.5,1,0.05,290,668,469
WV,Ritchie County,Smithville,26178,42-Rural: Distant,8207,4.34,53126.95,71914.51,0.008,89.5,1,0.05,612,941,831
WV,Upshur County,Buckhannon,26201,42-Rural: Distant,23712,5.06,56748.57,77187.9,0.017,89.5,1,0.05,1643,1929,1642
WV,Webster County,Hacker Valley,26222,43-Rural: Remote,8167,4.78,47124.13,76381.58,0.01,89.5,1,0.05,316,743,101
WV,Randolph County,Elkins,26241,33-Town: Remote,27600,4.9,58107.06,75876.99,0.017,89.5,1,0.05,1720,2280,1839
WV,Barbour County,Belington,26250,42-Rural: Distant,15414,4.58,53576.7,75468.11,0.016,89.5,1,0.05,898,856,572
