Ranking Month,Ranking Day,Ranking Year,Rank,Last Week Rank,Title,Type,Netflix Exclusive,Release Month,Release Day,Release Year,Days In Top 10,Viewership Score
5,7,2020,8,-,Arctic Dogs,Movie,,5,4,2020,3,14
5,7,2020,9,-,Den of Thieves,Movie,,5,1,2020,5,18
5,7,2020,10,-,All Day and a Night,Movie,Yes,5,1,2020,6,27
5,8,2020,1,3,Outer Banks,TV Show,Yes,4,15,2020,23,196
5,8,2020,2,-,Hollywood,TV Show,Yes,5,1,2020,6,48
5,8,2020,3,-,Becoming,Movie,Yes,5,6,2020,2,14
5,8,2020,4,-,Workinâ Moms,TV Show,Yes,2,22,2019,2,11
5,8,2020,5,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,5,5,2020,3,19
5,8,2020,6,1,Never Have I Ever,TV Show,Yes,4,27,2020,11,83
5,8,2020,7,-,Den of Thieves,Movie,,5,1,2020,6,22
5,8,2020,8,-,Arctic Dogs,Movie,,5,4,2020,4,17
5,8,2020,9,2,Dangerous Lies,Movie,Yes,4,30,2020,8,62
5,8,2020,10,9,Ozark,TV Show,Yes,7,21,2017,37,247
5,9,2020,1,-,Dead to Me,TV Show,Yes,5,3,2019,1,10
5,9,2020,2,3,Outer Banks,TV Show,Yes,4,15,2020,24,205
5,9,2020,3,-,Hollywood,TV Show,Yes,5,1,2020,7,56
5,9,2020,4,-,Workinâ Moms,TV Show,Yes,2,22,2019,3,18
5,9,2020,5,-,Becoming,Movie,Yes,5,6,2020,3,20
5,9,2020,6,-,Sleepless,Movie,,5,9,2020,1,5
5,9,2020,7,2,Never Have I Ever,TV Show,Yes,4,27,2020,12,87
5,9,2020,8,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,5,5,2020,4,22
5,9,2020,9,-,Den of Thieves,Movie,,5,1,2020,7,24
5,9,2020,10,-,Too Hot to Handle,TV Show,Yes,4,17,2020,15,88
5,10,2020,1,-,Dead to Me,TV Show,Yes,5,3,2019,2,20
5,10,2020,2,3,Outer Banks,TV Show,Yes,4,15,2020,25,214
5,10,2020,3,-,Sleepless,Movie,,5,9,2020,2,13
5,10,2020,4,6,Hollywood,TV Show,Yes,5,1,2020,8,63
5,10,2020,5,-,Becoming,Movie,Yes,5,6,2020,4,26
5,10,2020,6,-,Workinâ Moms,TV Show,Yes,2,22,2019,4,23
5,10,2020,7,7,Den of Thieves,Movie,,5,1,2020,8,28
5,10,2020,8,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,5,5,2020,5,25
5,10,2020,9,4,Extraction,Movie,Yes,4,24,2020,13,93
5,10,2020,10,2,Never Have I Ever,TV Show,Yes,4,27,2020,13,88
5,11,2020,1,-,Dead to Me,TV Show,Yes,5,3,2019,3,30
5,11,2020,2,2,Outer Banks,TV Show,Yes,4,15,2020,26,223
5,11,2020,3,-,John Henry,Movie,,5,9,2020,1,8
5,11,2020,4,-,Sleepless,Movie,,5,9,2020,3,20
5,11,2020,5,3,Hollywood,TV Show,Yes,5,1,2020,9,69
5,11,2020,6,-,Becoming,Movie,Yes,5,6,2020,5,31
5,11,2020,7,6,Extraction,Movie,Yes,4,24,2020,14,97
5,11,2020,8,7,Den of Thieves,Movie,,5,1,2020,9,31
5,11,2020,9,-,Workinâ Moms,TV Show,Yes,2,22,2019,5,25
5,11,2020,10,-,Ozark,TV Show,Yes,7,21,2017,38,248
5,12,2020,1,-,Dead to Me,TV Show,Yes,5,3,2019,4,40
5,12,2020,2,-,John Henry,Movie,,5,9,2020,2,17
5,12,2020,3,1,Outer Banks,TV Show,Yes,4,15,2020,27,231
5,12,2020,4,-,Sleepless,Movie,,5,9,2020,4,27
5,12,2020,5,3,Hollywood,TV Show,Yes,5,1,2020,10,75
5,12,2020,6,-,Greyâs Anatomy,TV Show,,9,15,2014,1,5
5,12,2020,7,-,Ozark,TV Show,Yes,7,21,2017,39,252
5,12,2020,8,-,Workinâ Moms,TV Show,Yes,2,22,2019,6,28
5,12,2020,9,4,Never Have I Ever,TV Show,Yes,4,27,2020,14,90
5,12,2020,10,9,The Last Kingdom,TV Show,,7,10,2016,11,43
5,13,2020,1,-,Dead to Me,TV Show,Yes,5,3,2019,5,50
5,13,2020,2,-,John Henry,Movie,,5,9,2020,3,26
5,13,2020,3,1,Outer Banks,TV Show,Yes,4,15,2020,28,239
5,13,2020,4,-,Sleepless,Movie,,5,9,2020,5,34
5,13,2020,5,-,Have a Good Trip: Adventure…,Movie,Yes,5,11,2020,1,6
5,13,2020,6,-,Greyâs Anatomy,TV Show,,9,15,2014,2,10
5,13,2020,7,-,Trial by Media,TV Show,Yes,5,11,2020,1,4
5,13,2020,8,2,Hollywood,TV Show,Yes,5,1,2020,11,78
5,13,2020,9,-,Ozark,TV Show,Yes,7,21,2017,40,254
5,13,2020,10,-,House at the End of the Street,Movie,,5,8,2013,1,1
5,14,2020,1,-,Dead to Me,TV Show,Yes,5,3,2019,6,60
5,14,2020,2,-,The Wrong Missy,Movie,Yes,5,13,2020,1,9
5,14,2020,3,1,Outer Banks,TV Show,Yes,4,15,2020,29,247
5,14,2020,4,-,John Henry,Movie,,5,9,2020,4,33
5,14,2020,5,-,Trial by Media,TV Show,Yes,5,11,2020,2,10
5,14,2020,6,-,Have a Good Trip: Adventure…,Movie,Yes,5,11,2020,2,11
5,14,2020,7,-,Greyâs Anatomy,TV Show,,9,15,2014,3,14
5,14,2020,8,-,Sleepless,Movie,,5,9,2020,6,37
5,14,2020,9,-,Ozark,TV Show,Yes,7,21,2017,41,256
5,14,2020,10,2,Hollywood,TV Show,Yes,5,1,2020,12,79
5,15,2020,1,-,The Wrong Missy,Movie,Yes,5,13,2020,2,19
5,15,2020,2,-,Dead to Me,TV Show,Yes,5,3,2019,7,69
5,15,2020,3,-,Riverdale,TV Show,,5,19,2017,1,8
5,15,2020,4,1,Outer Banks,TV Show,Yes,4,15,2020,30,254
5,15,2020,5,-,John Henry,Movie,,5,9,2020,5,39
5,15,2020,6,-,Trial by Media,TV Show,Yes,5,11,2020,3,15
5,15,2020,7,-,Greyâs Anatomy,TV Show,,9,15,2014,4,18
5,15,2020,8,10,Ozark,TV Show,Yes,7,21,2017,42,259
5,15,2020,9,-,Have a Good Trip: Adventure…,Movie,Yes,5,11,2020,3,13
5,15,2020,10,2,Hollywood,TV Show,Yes,5,1,2020,13,80
5,16,2020,1,-,The Wrong Missy,Movie,Yes,5,13,2020,3,29
5,16,2020,2,1,Dead to Me,TV Show,Yes,5,3,2019,8,78
5,16,2020,3,-,Riverdale,TV Show,,5,19,2017,2,16
5,16,2020,4,2,Outer Banks,TV Show,Yes,4,15,2020,31,261
5,16,2020,5,-,White Lines,TV Show,Yes,5,15,2020,1,6
5,16,2020,6,-,John Henry,Movie,,5,9,2020,6,44
5,16,2020,7,-,Trial by Media,TV Show,Yes,5,11,2020,4,19
5,16,2020,8,-,Greyâs Anatomy,TV Show,,9,15,2014,5,21
5,16,2020,9,-,Ozark,TV Show,Yes,7,21,2017,43,261
5,16,2020,10,-,Have a Good Trip: Adventure…,Movie,Yes,5,11,2020,4,14
5,17,2020,1,-,The Wrong Missy,Movie,Yes,5,13,2020,4,39
5,17,2020,2,1,Dead to Me,TV Show,Yes,5,3,2019,9,87
5,17,2020,3,-,Riverdale,TV Show,,5,19,2017,3,24
5,17,2020,4,-,White Lines,TV Show,Yes,5,15,2020,2,13
5,17,2020,5,2,Outer Banks,TV Show,Yes,4,15,2020,32,267
5,17,2020,6,-,Public Enemies,Movie,,5,16,2020,1,5
5,17,2020,7,-,John Henry,Movie,,5,9,2020,7,48
5,17,2020,8,-,Magic for Humans,TV Show,Yes,8,17,2018,1,3
5,17,2020,9,-,Trial by Media,TV Show,Yes,5,11,2020,5,21
5,17,2020,10,-,Have a Good Trip: Adventure…,Movie,Yes,5,11,2020,5,15
5,18,2020,1,-,The Wrong Missy,Movie,Yes,5,13,2020,5,49
5,18,2020,2,1,Dead to Me,TV Show,Yes,5,3,2019,10,96
5,18,2020,3,-,Riverdale,TV Show,,5,19,2017,4,32
5,18,2020,4,-,Public Enemies,Movie,,5,16,2020,2,12
5,18,2020,5,-,White Lines,TV Show,Yes,5,15,2020,3,19
5,18,2020,6,2,Outer Banks,TV Show,Yes,4,15,2020,33,272
5,18,2020,7,-,Soul Surfer,Movie,,5,17,2020,1,4
5,18,2020,8,-,Magic for Humans,TV Show,Yes,8,17,2018,2,6
5,18,2020,9,3,John Henry,Movie,,5,9,2020,8,50
5,18,2020,10,-,Trial by Media,TV Show,Yes,5,11,2020,6,22
5,19,2020,1,-,Avatar: The Last Airbender,TV Show,,5,15,2020,1,10
5,19,2020,2,-,The Wrong Missy,Movie,Yes,5,13,2020,6,58
5,19,2020,3,-,Riverdale,TV Show,,5,19,2017,5,40
5,19,2020,4,1,Dead to Me,TV Show,Yes,5,3,2019,11,103
5,19,2020,5,-,Soul Surfer,Movie,,5,17,2020,2,10
5,19,2020,6,-,White Lines,TV Show,Yes,5,15,2020,4,24
5,19,2020,7,3,Outer Banks,TV Show,Yes,4,15,2020,34,276
5,19,2020,8,-,Public Enemies,Movie,,5,16,2020,3,15
5,19,2020,9,-,Magic for Humans,TV Show,Yes,8,17,2018,3,8
5,19,2020,10,7,Ozark,TV Show,Yes,7,21,2017,44,262
5,20,2020,1,-,Avatar: The Last Airbender,TV Show,,5,15,2020,2,20
5,20,2020,2,-,The Wrong Missy,Movie,Yes,5,13,2020,7,67
5,20,2020,3,-,Riverdale,TV Show,,5,19,2017,6,48
5,20,2020,4,1,Dead to Me,TV Show,Yes,5,3,2019,12,110
5,20,2020,5,-,Sweet Magnolias,TV Show,Yes,5,19,2020,1,6
5,20,2020,6,-,White Lines,TV Show,Yes,5,15,2020,5,29
5,20,2020,7,3,Outer Banks,TV Show,Yes,4,15,2020,35,280
5,20,2020,8,-,Soul Surfer,Movie,,5,17,2020,3,13
5,20,2020,9,-,Public Enemies,Movie,,5,16,2020,4,17
5,20,2020,10,-,Magic for Humans,TV Show,Yes,8,17,2018,4,9
5,21,2020,1,-,Avatar: The Last Airbender,TV Show,,5,15,2020,3,30
5,21,2020,2,-,Sweet Magnolias,TV Show,Yes,5,19,2020,2,15
5,21,2020,3,-,Riverdale,TV Show,,5,19,2017,7,56
5,21,2020,4,1,Dead to Me,TV Show,Yes,5,3,2019,13,117
5,21,2020,5,2,The Wrong Missy,Movie,Yes,5,13,2020,8,73
5,21,2020,6,-,The Flash,TV Show,,10,6,2015,1,5
5,21,2020,7,-,White Lines,TV Show,Yes,5,15,2020,6,33
5,21,2020,8,3,Outer Banks,TV Show,Yes,4,15,2020,36,283
5,21,2020,9,-,Soul Surfer,Movie,,5,17,2020,4,15
5,21,2020,10,-,Public Enemies,Movie,,5,16,2020,5,18
5,22,2020,1,-,Avatar: The Last Airbender,TV Show,,5,15,2020,4,40
5,22,2020,2,-,Sweet Magnolias,TV Show,Yes,5,19,2020,3,24
5,22,2020,3,3,Riverdale,TV Show,,5,19,2017,8,64
5,22,2020,4,2,Dead to Me,TV Show,Yes,5,3,2019,14,124
5,22,2020,5,1,The Wrong Missy,Movie,Yes,5,13,2020,9,79
5,22,2020,6,-,The Flash,TV Show,,10,6,2015,2,10
5,22,2020,7,-,White Lines,TV Show,Yes,5,15,2020,7,37
5,22,2020,8,4,Outer Banks,TV Show,Yes,4,15,2020,37,286
5,22,2020,9,-,Soul Surfer,Movie,,5,17,2020,5,17
5,22,2020,10,-,Public Enemies,Movie,,5,16,2020,6,19
5,23,2020,1,-,Avatar: The Last Airbender,TV Show,,5,15,2020,5,50
5,23,2020,2,-,Sweet Magnolias,TV Show,Yes,5,19,2020,4,33
5,23,2020,3,-,The Lovebirds,Movie,Yes,5,22,2020,1,8
5,23,2020,4,3,Riverdale,TV Show,,5,19,2017,9,71
5,23,2020,5,2,Dead to Me,TV Show,Yes,5,3,2019,15,130
5,23,2020,6,1,The Wrong Missy,Movie,Yes,5,13,2020,10,84
5,23,2020,7,-,The Flash,TV Show,,10,6,2015,3,14
5,23,2020,8,5,White Lines,TV Show,Yes,5,15,2020,8,40
5,23,2020,9,4,Outer Banks,TV Show,Yes,4,15,2020,38,288
5,23,2020,10,-,Just Go With It,Movie,,5,22,2020,1,1
5,24,2020,1,-,Sweet Magnolias,TV Show,Yes,5,19,2020,5,43
5,24,2020,2,-,Avatar: The Last Airbender,TV Show,,5,15,2020,6,59
5,24,2020,3,-,The Lovebirds,Movie,Yes,5,22,2020,2,16
5,24,2020,4,1,The Wrong Missy,Movie,Yes,5,13,2020,11,91
5,24,2020,5,-,Just Go With It,Movie,,5,22,2020,2,7
5,24,2020,6,2,Dead to Me,TV Show,Yes,5,3,2019,16,135
5,24,2020,7,-,The Flash,TV Show,,10,6,2015,4,18
5,24,2020,8,3,Riverdale,TV Show,,5,19,2017,10,74
5,24,2020,9,4,White Lines,TV Show,Yes,5,15,2020,9,42
5,24,2020,10,5,Outer Banks,TV Show,Yes,4,15,2020,39,289
5,25,2020,1,-,Sweet Magnolias,TV Show,Yes,5,19,2020,6,53
5,25,2020,2,-,Avatar: The Last Airbender,TV Show,,5,15,2020,7,68
5,25,2020,3,-,The Lovebirds,Movie,Yes,5,22,2020,3,24
5,25,2020,4,1,The Wrong Missy,Movie,Yes,5,13,2020,12,98
5,25,2020,5,-,Just Go With It,Movie,,5,22,2020,3,13
5,25,2020,6,2,Dead to Me,TV Show,Yes,5,3,2019,17,140
5,25,2020,7,-,The Flash,TV Show,,10,6,2015,5,22
5,25,2020,8,-,History 101,TV Show,Yes,5,22,2020,1,3
5,25,2020,9,3,Riverdale,TV Show,,5,19,2017,11,76
5,25,2020,10,5,White Lines,TV Show,Yes,5,15,2020,10,43
5,26,2020,1,-,Sweet Magnolias,TV Show,Yes,5,19,2020,7,63
5,26,2020,2,1,Avatar: The Last Airbender,TV Show,,5,15,2020,8,77
5,26,2020,3,-,Uncut Gems,Movie,,5,25,2020,1,8
5,26,2020,4,-,The Lovebirds,Movie,Yes,5,22,2020,4,31
5,26,2020,5,-,History 101,TV Show,Yes,5,22,2020,2,9
5,26,2020,6,-,Just Go With It,Movie,,5,22,2020,4,18
5,26,2020,7,2,The Wrong Missy,Movie,Yes,5,13,2020,13,102
5,26,2020,8,4,Dead to Me,TV Show,Yes,5,3,2019,18,143
5,26,2020,9,3,Riverdale,TV Show,,5,19,2017,12,78
5,26,2020,10,-,The Flash,TV Show,,10,6,2015,6,23
5,27,2020,1,-,Uncut Gems,Movie,,5,25,2020,2,18
5,27,2020,2,5,Sweet Magnolias,TV Show,Yes,5,19,2020,8,72
5,27,2020,3,1,Avatar: The Last Airbender,TV Show,,5,15,2020,9,85
5,27,2020,4,-,History 101,TV Show,Yes,5,22,2020,3,16
5,27,2020,5,-,Just Go With It,Movie,,5,22,2020,5,24
5,27,2020,6,4,Dead to Me,TV Show,Yes,5,3,2019,19,148
5,27,2020,7,3,Riverdale,TV Show,,5,19,2017,13,82
5,27,2020,8,-,The Lovebirds,Movie,Yes,5,22,2020,5,34
5,27,2020,9,-,The Flash,TV Show,,10,6,2015,7,25
5,27,2020,10,2,The Wrong Missy,Movie,Yes,5,13,2020,14,103
5,28,2020,1,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,1,10
5,28,2020,2,-,Uncut Gems,Movie,,5,25,2020,3,27
5,28,2020,3,2,Sweet Magnolias,TV Show,Yes,5,19,2020,9,80
5,28,2020,4,1,Avatar: The Last Airbender,TV Show,,5,15,2020,10,92
5,28,2020,5,4,Dead to Me,TV Show,Yes,5,3,2019,20,154
5,28,2020,6,3,Riverdale,TV Show,,5,19,2017,14,87
5,28,2020,7,-,History 101,TV Show,Yes,5,22,2020,4,20
5,28,2020,8,-,Just Go With It,Movie,,5,22,2020,6,27
5,28,2020,9,6,The Flash,TV Show,,10,6,2015,8,27
5,28,2020,10,-,The Lovebirds,Movie,Yes,5,22,2020,6,35
5,29,2020,1,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,2,20
5,29,2020,2,-,Uncut Gems,Movie,,5,25,2020,4,36
5,29,2020,3,2,Sweet Magnolias,TV Show,Yes,5,19,2020,10,88
5,29,2020,4,1,Avatar: The Last Airbender,TV Show,,5,15,2020,11,99
5,29,2020,5,4,Dead to Me,TV Show,Yes,5,3,2019,21,160
5,29,2020,6,3,Riverdale,TV Show,,5,19,2017,15,92
5,29,2020,7,-,History 101,TV Show,Yes,5,22,2020,5,24
5,29,2020,8,6,The Flash,TV Show,,10,6,2015,9,30
5,29,2020,9,-,Just Go With It,Movie,,5,22,2020,7,29
5,29,2020,10,8,Outer Banks,TV Show,Yes,4,15,2020,40,290
5,30,2020,1,-,Space Force,TV Show,Yes,5,29,2020,1,10
5,30,2020,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,3,29
5,30,2020,3,-,Uncut Gems,Movie,,5,25,2020,5,44
5,30,2020,4,2,Sweet Magnolias,TV Show,Yes,5,19,2020,11,95
5,30,2020,5,1,Avatar: The Last Airbender,TV Show,,5,15,2020,12,105
5,30,2020,6,5,Dead to Me,TV Show,Yes,5,3,2019,22,165
5,30,2020,7,4,Riverdale,TV Show,,5,19,2017,16,96
5,30,2020,8,7,The Flash,TV Show,,10,6,2015,10,33
5,30,2020,9,10,Just Go With It,Movie,,5,22,2020,8,31
5,30,2020,10,-,History 101,TV Show,Yes,5,22,2020,6,25
5,31,2020,1,-,Space Force,TV Show,Yes,5,29,2020,2,20
5,31,2020,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,4,38
5,31,2020,3,-,Uncut Gems,Movie,,5,25,2020,6,52
5,31,2020,4,1,Sweet Magnolias,TV Show,Yes,5,19,2020,12,102
5,31,2020,5,2,Avatar: The Last Airbender,TV Show,,5,15,2020,13,111
5,31,2020,6,6,Dead to Me,TV Show,Yes,5,3,2019,23,170
5,31,2020,7,5,Just Go With It,Movie,,5,22,2020,9,35
5,31,2020,8,8,Riverdale,TV Show,,5,19,2017,17,99
5,31,2020,9,7,The Flash,TV Show,,10,6,2015,11,35
5,31,2020,10,-,History 101,TV Show,Yes,5,22,2020,7,26
6,1,2020,1,-,Space Force,TV Show,Yes,5,29,2020,3,30
6,1,2020,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,5,47
6,1,2020,3,1,Sweet Magnolias,TV Show,Yes,5,19,2020,13,110
6,1,2020,4,-,Uncut Gems,Movie,,5,25,2020,7,59
6,1,2020,5,2,Avatar: The Last Airbender,TV Show,,5,15,2020,14,117
6,1,2020,6,6,Dead to Me,TV Show,Yes,5,3,2019,24,175
6,1,2020,7,9,Riverdale,TV Show,,5,19,2017,18,103
6,1,2020,8,5,Just Go With It,Movie,,5,22,2020,10,38
6,1,2020,9,8,History 101,TV Show,Yes,5,22,2020,8,28
6,1,2020,10,7,The Flash,TV Show,,10,6,2015,12,36
6,2,2020,1,-,Space Force,TV Show,Yes,5,29,2020,4,40
6,2,2020,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,6,56
6,2,2020,3,1,Sweet Magnolias,TV Show,Yes,5,19,2020,14,118
6,2,2020,4,2,Avatar: The Last Airbender,TV Show,,5,15,2020,15,124
6,2,2020,5,3,Uncut Gems,Movie,,5,25,2020,8,65
6,2,2020,6,9,Riverdale,TV Show,,5,19,2017,19,108
6,2,2020,7,8,Dead to Me,TV Show,Yes,5,3,2019,25,179
6,2,2020,8,-,The Healer,Movie,,6,1,2020,1,3
6,2,2020,9,10,The Flash,TV Show,,10,6,2015,13,38
6,2,2020,10,-,Outer Banks,TV Show,Yes,4,15,2020,41,291
6,3,2020,1,-,Space Force,TV Show,Yes,5,29,2020,5,50
6,3,2020,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,7,65
6,3,2020,3,-,Fuller House,TV Show,Yes,2,26,2016,1,8
6,3,2020,4,2,Sweet Magnolias,TV Show,Yes,5,19,2020,15,125
6,3,2020,5,3,Avatar: The Last Airbender,TV Show,,5,15,2020,16,130
6,3,2020,6,-,The Healer,Movie,,6,1,2020,2,8
6,3,2020,7,-,The Help,Movie,,6,1,2020,1,4
6,3,2020,8,-,Clueless,Movie,,1,1,2014,1,3
6,3,2020,9,1,Uncut Gems,Movie,,5,25,2020,9,67
6,3,2020,10,7,Riverdale,TV Show,,5,19,2017,20,109
6,4,2020,1,-,Space Force,TV Show,Yes,5,29,2020,6,60
6,4,2020,2,1,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,8,74
6,4,2020,3,-,Fuller House,TV Show,Yes,2,26,2016,2,16
6,4,2020,4,3,Sweet Magnolias,TV Show,Yes,5,19,2020,16,132
6,4,2020,5,4,Avatar: The Last Airbender,TV Show,,5,15,2020,17,136
6,4,2020,6,-,The Help,Movie,,6,1,2020,2,9
6,4,2020,7,-,The Healer,Movie,,6,1,2020,3,12
6,4,2020,8,-,Clueless,Movie,,1,1,2014,2,6
6,4,2020,9,2,Uncut Gems,Movie,,5,25,2020,10,69
6,4,2020,10,6,Riverdale,TV Show,,5,19,2017,21,110
6,5,2020,1,-,Space Force,TV Show,Yes,5,29,2020,7,70
6,5,2020,2,1,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,9,83
6,5,2020,3,-,Fuller House,TV Show,Yes,2,26,2016,3,24
6,5,2020,4,3,Sweet Magnolias,TV Show,Yes,5,19,2020,17,139
6,5,2020,5,-,The Help,Movie,,6,1,2020,3,15
6,5,2020,6,4,Avatar: The Last Airbender,TV Show,,5,15,2020,18,141
6,5,2020,7,-,Clueless,Movie,,1,1,2014,3,10
6,5,2020,8,-,The Healer,Movie,,6,1,2020,4,15
6,5,2020,9,-,Cloudy with a Chance of Mea…,Movie,,12,2,2018,1,2
6,5,2020,10,6,Riverdale,TV Show,,5,19,2017,22,111
6,6,2020,1,-,13 Reasons Why,TV Show,Yes,3,31,2017,1,10
6,6,2020,2,1,Space Force,TV Show,Yes,5,29,2020,8,79
6,6,2020,3,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,10,91
6,6,2020,4,-,Fuller House,TV Show,Yes,2,26,2016,4,31
6,6,2020,5,-,The Last Days of American C…,Movie,Yes,6,5,2020,1,6
6,6,2020,6,-,Cloudy with a Chance of Mea…,Movie,,12,2,2018,2,7
6,6,2020,7,5,Avatar: The Last Airbender,TV Show,,5,15,2020,19,145
6,6,2020,8,4,Sweet Magnolias,TV Show,Yes,5,19,2020,18,142
6,6,2020,9,-,The Help,Movie,,6,1,2020,4,17
6,6,2020,10,-,Clueless,Movie,,1,1,2014,4,11
6,7,2020,1,-,13 Reasons Why,TV Show,Yes,3,31,2017,2,20
6,7,2020,2,1,Space Force,TV Show,Yes,5,29,2020,9,88
6,7,2020,3,-,The Last Days of American C…,Movie,Yes,6,5,2020,2,14
6,7,2020,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,11,98
6,7,2020,5,-,Fuller House,TV Show,Yes,2,26,2016,5,37
6,7,2020,6,-,Queer Eye,TV Show,Yes,2,7,2018,1,5
6,7,2020,7,-,Cloudy with a Chance of Mea…,Movie,,12,2,2018,3,11
6,7,2020,8,5,Avatar: The Last Airbender,TV Show,,5,15,2020,20,148
6,7,2020,9,-,The Help,Movie,,6,1,2020,5,19
6,7,2020,10,4,Sweet Magnolias,TV Show,Yes,5,19,2020,19,143
6,8,2020,1,-,13 Reasons Why,TV Show,Yes,3,31,2017,3,30
6,8,2020,2,1,Space Force,TV Show,Yes,5,29,2020,10,97
6,8,2020,3,-,The Last Days of American C…,Movie,Yes,6,5,2020,3,22
6,8,2020,4,-,365 Days,Movie,Yes,7,7,2020,1,7
6,8,2020,5,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,12,104
6,8,2020,6,-,Queer Eye,TV Show,Yes,2,7,2018,2,10
6,8,2020,7,-,Fuller House,TV Show,Yes,2,26,2016,6,41
6,8,2020,8,-,Cloudy with a Chance of Mea…,Movie,,12,2,2018,4,14
6,8,2020,9,-,The Help,Movie,,6,1,2020,6,21
6,8,2020,10,5,Avatar: The Last Airbender,TV Show,,5,15,2020,21,149
6,9,2020,1,-,13 Reasons Why,TV Show,Yes,3,31,2017,4,40
6,9,2020,2,-,365 Days,Movie,Yes,7,7,2020,2,16
6,9,2020,3,1,Space Force,TV Show,Yes,5,29,2020,11,105
6,9,2020,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,13,111
6,9,2020,5,-,Queer Eye,TV Show,Yes,2,7,2018,3,16
6,9,2020,6,-,Fuller House,TV Show,Yes,2,26,2016,7,46
6,9,2020,7,-,The Last Days of American C…,Movie,Yes,6,5,2020,4,26
6,9,2020,8,-,Cloudy with a Chance of Mea…,Movie,,12,2,2018,5,17
6,9,2020,9,4,Avatar: The Last Airbender,TV Show,,5,15,2020,22,151
6,9,2020,10,-,Queen of the South,TV Show,,5,9,2017,1,1
6,10,2020,1,-,13 Reasons Why,TV Show,Yes,3,31,2017,5,50
6,10,2020,2,-,365 Days,Movie,Yes,7,7,2020,3,25
6,10,2020,3,1,Space Force,TV Show,Yes,5,29,2020,12,113
6,10,2020,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,14,118
6,10,2020,5,-,Queer Eye,TV Show,Yes,2,7,2018,4,22
6,10,2020,6,3,Fuller House,TV Show,Yes,2,26,2016,8,51
6,10,2020,7,-,The Last Days of American C…,Movie,Yes,6,5,2020,5,30
6,10,2020,8,-,Cloudy with a Chance of Mea…,Movie,,12,2,2018,6,20
6,10,2020,9,5,Avatar: The Last Airbender,TV Show,,5,15,2020,23,153
6,10,2020,10,-,Queen of the South,TV Show,,5,9,2017,2,2
6,11,2020,1,-,13 Reasons Why,TV Show,Yes,3,31,2017,6,60
6,11,2020,2,-,365 Days,Movie,Yes,7,7,2020,4,34
6,11,2020,3,1,Space Force,TV Show,Yes,5,29,2020,13,121
6,11,2020,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,15,125
6,11,2020,5,-,Queer Eye,TV Show,Yes,2,7,2018,5,28
6,11,2020,6,3,Fuller House,TV Show,Yes,2,26,2016,9,56
6,11,2020,7,5,Avatar: The Last Airbender,TV Show,,5,15,2020,24,157
6,11,2020,8,-,Cloudy with a Chance of Mea…,Movie,,12,2,2018,7,23
6,11,2020,9,-,Queen of the South,TV Show,,5,9,2017,3,4
6,11,2020,10,-,The Last Days of American C…,Movie,Yes,6,5,2020,6,31
6,12,2020,1,-,13 Reasons Why,TV Show,Yes,3,31,2017,7,70
6,12,2020,2,-,365 Days,Movie,Yes,7,7,2020,5,43
6,12,2020,3,1,Space Force,TV Show,Yes,5,29,2020,14,129
6,12,2020,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,5,27,2020,16,132
6,12,2020,5,-,Queer Eye,TV Show,Yes,2,7,2018,6,34
6,12,2020,6,6,Avatar: The Last Airbender,TV Show,,5,15,2020,25,162
6,12,2020,7,3,Fuller House,TV Show,Yes,2,26,2016,10,60
6,12,2020,8,9,Cloudy with a Chance of Mea…,Movie,,12,2,2018,8,26
6,12,2020,9,-,Queen of the South,TV Show,,5,9,2017,4,6
6,12,2020,10,-,Hannibal,TV Show,,6,5,2020,1,1
6,13,2020,1,-,365 Days,Movie,Yes,7,7,2020,6,53
6,13,2020,2,1,13 Reasons Why,TV Show,Yes,3,31,2017,8,79
6,13,2020,3,-,Da 5 Bloods,Movie,Yes,6,12,2020,1,8
6,13,2020,4,2,Space Force,TV Show,Yes,5,29,2020,15,136
6,13,2020,5,-,PokÃ©mon Journeys: The Series,TV Show,Yes,6,12,2020,1,6
