Ranking Month,Ranking Day,Ranking Year,Rank,Last Week Rank,Title,Type,Netflix Exclusive,Release Month,Release Day,Release Year,Days In Top 10,Viewership Score
3,21,2021,9,-,Skylines,Movie,,3,18,2021,2,4
3,21,2021,10,-,The Last Blockbuster,Movie,,3,15,2021,4,5
3,22,2021,1,-,Deadly Illusions,Movie,Yes,3,18,2021,4,34
3,22,2021,2,-,Operation Varsity Blues,Movie,Yes,3,17,2021,5,30
3,22,2021,3,1,Yes Day,Movie,Yes,3,12,2021,9,88
3,22,2021,4,2,Ginny & Georgia,TV Show,Yes,2,24,2021,26,241
3,22,2021,5,-,Savages,Movie,,3,16,2021,6,43
3,22,2021,6,-,Jiu Jitsu,Movie,,3,20,2021,1,5
3,22,2021,7,-,Skylines,Movie,,3,18,2021,3,8
3,22,2021,8,3,The One,TV Show,Yes,3,12,2021,9,56
3,22,2021,9,-,Country Comfort,TV Show,Yes,3,19,2021,1,2
3,22,2021,10,-,The Last Blockbuster,Movie,,3,15,2021,5,6
3,23,2021,1,-,Deadly Illusions,Movie,Yes,3,18,2021,5,44
3,23,2021,2,2,Ginny & Georgia,TV Show,Yes,2,24,2021,27,250
3,23,2021,3,-,Operation Varsity Blues,Movie,Yes,3,17,2021,6,38
3,23,2021,4,1,Yes Day,Movie,Yes,3,12,2021,10,95
3,23,2021,5,-,Jiu Jitsu,Movie,,3,20,2021,2,11
3,23,2021,6,-,Savages,Movie,,3,16,2021,7,48
3,23,2021,7,-,Country Comfort,TV Show,Yes,3,19,2021,2,6
3,23,2021,8,6,Cocomelon,TV Show,,6,1,2020,153,459
3,23,2021,9,3,The One,TV Show,Yes,3,12,2021,10,58
3,23,2021,10,-,Skylines,Movie,,3,18,2021,4,9
3,24,2021,1,-,Deadly Illusions,Movie,Yes,3,18,2021,6,54
3,24,2021,2,2,Ginny & Georgia,TV Show,Yes,2,24,2021,28,259
3,24,2021,3,-,Operation Varsity Blues,Movie,Yes,3,17,2021,7,46
3,24,2021,4,1,Yes Day,Movie,Yes,3,12,2021,11,102
3,24,2021,5,5,Savages,Movie,,3,16,2021,8,54
3,24,2021,6,-,Country Comfort,TV Show,Yes,3,19,2021,3,11
3,24,2021,7,7,Cocomelon,TV Show,,6,1,2020,154,463
3,24,2021,8,-,Jiu Jitsu,Movie,,3,20,2021,3,14
3,24,2021,9,3,The One,TV Show,Yes,3,12,2021,11,60
3,24,2021,10,8,iCarly,TV Show,,2,8,2021,40,241
3,25,2021,1,2,Ginny & Georgia,TV Show,Yes,2,24,2021,29,269
3,25,2021,2,-,Deadly Illusions,Movie,Yes,3,18,2021,7,63
3,25,2021,3,6,Operation Varsity Blues,Movie,Yes,3,17,2021,8,54
3,25,2021,4,7,Cocomelon,TV Show,,6,1,2020,155,470
3,25,2021,5,-,Country Comfort,TV Show,Yes,3,19,2021,4,17
3,25,2021,6,1,Yes Day,Movie,Yes,3,12,2021,12,107
3,25,2021,7,5,The One,TV Show,Yes,3,12,2021,12,64
3,25,2021,8,4,Savages,Movie,,3,16,2021,9,57
3,25,2021,9,-,Jiu Jitsu,Movie,,3,20,2021,4,16
3,25,2021,10,9,iCarly,TV Show,,2,8,2021,41,242
3,26,2021,1,2,Ginny & Georgia,TV Show,Yes,2,24,2021,30,279
3,26,2021,2,-,Who Killed Sara?,TV Show,Yes,3,24,2021,1,9
3,26,2021,3,5,Deadly Illusions,Movie,Yes,3,18,2021,8,71
3,26,2021,4,8,Cocomelon,TV Show,,6,1,2020,156,477
3,26,2021,5,7,Operation Varsity Blues,Movie,Yes,3,17,2021,9,60
3,26,2021,6,-,Country Comfort,TV Show,Yes,3,19,2021,5,22
3,26,2021,7,1,Yes Day,Movie,Yes,3,12,2021,13,111
3,26,2021,8,6,The One,TV Show,Yes,3,12,2021,13,67
3,26,2021,9,10,iCarly,TV Show,,2,8,2021,42,244
3,26,2021,10,-,Seaspiracy,Movie,Yes,3,24,2021,1,1
3,27,2021,1,-,Who Killed Sara?,TV Show,Yes,3,24,2021,2,19
3,27,2021,2,4,Ginny & Georgia,TV Show,Yes,2,24,2021,31,288
3,27,2021,3,8,Cocomelon,TV Show,,6,1,2020,157,485
3,27,2021,4,1,Yes Day,Movie,Yes,3,12,2021,14,118
3,27,2021,5,2,Deadly Illusions,Movie,Yes,3,18,2021,9,77
3,27,2021,6,-,Secret Magic Control Agency,Movie,Yes,3,25,2021,1,5
3,27,2021,7,-,Seaspiracy,Movie,Yes,3,24,2021,2,5
3,27,2021,8,5,Operation Varsity Blues,Movie,Yes,3,17,2021,10,63
3,27,2021,9,-,Nailed It!,TV Show,Yes,3,9,2018,11,35
3,27,2021,10,-,Country Comfort,TV Show,Yes,3,19,2021,6,23
3,28,2021,1,-,Bad Trip,Movie,,3,26,2021,1,10
3,28,2021,2,-,Secret Magic Control Agency,Movie,Yes,3,25,2021,2,14
3,28,2021,3,1,Yes Day,Movie,Yes,3,12,2021,15,126
3,28,2021,4,-,A Week Away,Movie,Yes,3,26,2021,1,7
3,28,2021,5,-,Seaspiracy,Movie,Yes,3,24,2021,3,11
3,28,2021,6,2,Deadly Illusions,Movie,Yes,3,18,2021,10,82
3,28,2021,7,5,Operation Varsity Blues,Movie,Yes,3,17,2021,11,67
3,28,2021,8,3,Savages,Movie,,3,16,2021,10,60
3,28,2021,9,-,The Secret Life of Pets 2,Movie,,12,27,2019,1,2
3,28,2021,10,-,The BFG,Movie,,3,15,2021,1,1
3,29,2021,1,-,Bad Trip,Movie,,3,26,2021,2,20
3,29,2021,2,-,Who Killed Sara?,TV Show,Yes,3,24,2021,3,28
3,29,2021,3,-,The Irregulars,TV Show,Yes,3,26,2021,1,8
3,29,2021,4,-,Secret Magic Control Agency,Movie,Yes,3,25,2021,3,21
3,29,2021,5,4,Ginny & Georgia,TV Show,Yes,2,24,2021,32,294
3,29,2021,6,-,Seaspiracy,Movie,Yes,3,24,2021,4,16
3,29,2021,7,-,Nailed It!,TV Show,Yes,3,9,2018,12,39
3,29,2021,8,-,Cocomelon,TV Show,,6,1,2020,158,488
3,29,2021,9,-,A Week Away,Movie,Yes,3,26,2021,2,9
3,29,2021,10,-,Big Time Rush,TV Show,,3,26,2021,1,1
3,30,2021,1,-,Bad Trip,Movie,,3,26,2021,3,30
3,30,2021,2,-,Who Killed Sara?,TV Show,Yes,3,24,2021,4,37
3,30,2021,3,-,The Irregulars,TV Show,Yes,3,26,2021,2,16
3,30,2021,4,2,Ginny & Georgia,TV Show,Yes,2,24,2021,33,301
3,30,2021,5,-,Secret Magic Control Agency,Movie,Yes,3,25,2021,4,27
3,30,2021,6,-,Big Time Rush,TV Show,,3,26,2021,2,6
3,30,2021,7,8,Cocomelon,TV Show,,6,1,2020,159,492
3,30,2021,8,-,Nailed It!,TV Show,Yes,3,9,2018,13,42
3,30,2021,9,-,Seaspiracy,Movie,Yes,3,24,2021,5,18
3,30,2021,10,-,A Week Away,Movie,Yes,3,26,2021,3,10
3,31,2021,1,-,Bad Trip,Movie,,3,26,2021,4,40
3,31,2021,2,-,Who Killed Sara?,TV Show,Yes,3,24,2021,5,46
3,31,2021,3,-,The Irregulars,TV Show,Yes,3,26,2021,3,24
3,31,2021,4,2,Ginny & Georgia,TV Show,Yes,2,24,2021,34,308
3,31,2021,5,-,Secret Magic Control Agency,Movie,Yes,3,25,2021,5,33
3,31,2021,6,-,Big Time Rush,TV Show,,3,26,2021,3,11
3,31,2021,7,7,Cocomelon,TV Show,,6,1,2020,160,496
3,31,2021,8,-,Nailed It!,TV Show,Yes,3,9,2018,14,45
3,31,2021,9,-,Seaspiracy,Movie,Yes,3,24,2021,6,20
3,31,2021,10,-,A Week Away,Movie,Yes,3,26,2021,4,11
4,1,2021,1,-,Who Killed Sara?,TV Show,Yes,3,24,2021,6,56
4,1,2021,2,-,Bad Trip,Movie,,3,26,2021,5,49
4,1,2021,3,-,The Irregulars,TV Show,Yes,3,26,2021,4,32
4,1,2021,4,1,Ginny & Georgia,TV Show,Yes,2,24,2021,35,315
4,1,2021,5,-,Secret Magic Control Agency,Movie,Yes,3,25,2021,6,39
4,1,2021,6,-,Big Time Rush,TV Show,,3,26,2021,4,16
4,1,2021,7,4,Cocomelon,TV Show,,6,1,2020,161,500
4,1,2021,8,-,Seaspiracy,Movie,Yes,3,24,2021,7,23
4,1,2021,9,-,Nailed It!,TV Show,Yes,3,9,2018,15,47
4,1,2021,10,-,Octonauts & The Ring of Fire,Movie,Yes,3,30,2021,1,1
4,2,2021,1,2,Who Killed Sara?,TV Show,Yes,3,24,2021,7,66
4,2,2021,2,-,Bad Trip,Movie,,3,26,2021,6,58
4,2,2021,3,-,The Irregulars,TV Show,Yes,3,26,2021,5,40
4,2,2021,4,1,Ginny & Georgia,TV Show,Yes,2,24,2021,36,322
4,2,2021,5,4,Cocomelon,TV Show,,6,1,2020,162,506
4,2,2021,6,-,Friends with Benefits,Movie,,4,1,2021,1,5
4,2,2021,7,-,Secret Magic Control Agency,Movie,Yes,3,25,2021,7,43
4,2,2021,8,-,Big Time Rush,TV Show,,3,26,2021,5,19
4,2,2021,9,-,Octonauts & The Ring of Fire,Movie,Yes,3,30,2021,2,3
4,2,2021,10,10,Seaspiracy,Movie,Yes,3,24,2021,8,24
4,3,2021,1,1,Who Killed Sara?,TV Show,Yes,3,24,2021,8,76
4,3,2021,2,-,Bad Trip,Movie,,3,26,2021,7,67
4,3,2021,3,-,Concrete Cowboy,Movie,Yes,4,2,2021,1,8
4,3,2021,4,-,The Irregulars,TV Show,Yes,3,26,2021,6,47
4,3,2021,5,-,Hasta el cielo,Movie,Yes,4,2,2021,1,6
4,3,2021,6,-,Friends with Benefits,Movie,,4,1,2021,2,10
4,3,2021,7,-,Worn Stories,TV Show,Yes,4,1,2021,1,4
4,3,2021,8,2,Ginny & Georgia,TV Show,Yes,2,24,2021,37,325
4,3,2021,9,3,Cocomelon,TV Show,,6,1,2020,163,508
4,3,2021,10,6,Secret Magic Control Agency,Movie,Yes,3,25,2021,8,44
4,4,2021,1,-,Who Killed Sara?,TV Show,Yes,3,24,2021,9,86
4,4,2021,2,-,Concrete Cowboy,Movie,Yes,4,2,2021,2,17
4,4,2021,3,-,Friends with Benefits,Movie,,4,1,2021,3,18
4,4,2021,4,1,Bad Trip,Movie,,3,26,2021,8,74
4,4,2021,5,-,Worn Stories,TV Show,Yes,4,1,2021,2,10
4,4,2021,6,-,The Irregulars,TV Show,Yes,3,26,2021,7,52
4,4,2021,7,-,The Serpent,TV Show,Yes,4,2,2021,1,4
4,4,2021,8,-,White Boy,Movie,,4,1,2021,1,3
4,4,2021,9,-,Cocomelon,TV Show,,6,1,2020,164,510
4,4,2021,10,-,Hasta el cielo,Movie,Yes,4,2,2021,2,7
4,5,2021,1,2,Who Killed Sara?,TV Show,Yes,3,24,2021,10,96
4,5,2021,2,-,Concrete Cowboy,Movie,Yes,4,2,2021,3,26
4,5,2021,3,-,What Lies Below,Movie,,4,4,2021,1,8
4,5,2021,4,-,Friends with Benefits,Movie,,4,1,2021,4,25
4,5,2021,5,-,Hop,Movie,,1,16,2020,2,10
4,5,2021,6,-,The Serpent,TV Show,Yes,4,2,2021,2,9
4,5,2021,7,1,Bad Trip,Movie,,3,26,2021,9,78
4,5,2021,8,3,The Irregulars,TV Show,Yes,3,26,2021,8,55
4,5,2021,9,-,White Boy,Movie,,4,1,2021,2,5
4,5,2021,10,-,Sniper: Ghost Shooter,Movie,,4,1,2021,1,1
4,6,2021,1,-,What Lies Below,Movie,,4,4,2021,2,18
4,6,2021,2,2,Who Killed Sara?,TV Show,Yes,3,24,2021,11,105
4,6,2021,3,-,Concrete Cowboy,Movie,Yes,4,2,2021,4,34
4,6,2021,4,-,Friends with Benefits,Movie,,4,1,2021,5,32
4,6,2021,5,-,The Serpent,TV Show,Yes,4,2,2021,3,15
4,6,2021,6,-,Family Reunion,TV Show,Yes,7,10,2019,1,5
4,6,2021,7,-,Sniper: Ghost Shooter,Movie,,4,1,2021,2,5
4,6,2021,8,7,Cocomelon,TV Show,,6,1,2020,165,513
4,6,2021,9,-,Saving Private Ryan,Movie,,4,1,2021,1,2
4,6,2021,10,4,Ginny & Georgia,TV Show,Yes,2,24,2021,38,326
4,7,2021,1,-,What Lies Below,Movie,,4,4,2021,3,28
4,7,2021,2,2,Who Killed Sara?,TV Show,Yes,3,24,2021,12,114
4,7,2021,3,-,The Serpent,TV Show,Yes,4,2,2021,4,23
4,7,2021,4,-,Concrete Cowboy,Movie,Yes,4,2,2021,5,41
4,7,2021,5,-,Family Reunion,TV Show,Yes,7,10,2019,2,11
4,7,2021,6,-,Friends with Benefits,Movie,,4,1,2021,6,37
4,7,2021,7,-,Sniper: Ghost Shooter,Movie,,4,1,2021,3,9
4,7,2021,8,-,Saving Private Ryan,Movie,,4,1,2021,2,5
4,7,2021,9,-,Legally Blonde,Movie,Yes,4,1,2021,1,2
4,7,2021,10,7,Cocomelon,TV Show,,6,1,2020,166,514
4,8,2021,1,-,What Lies Below,Movie,,4,4,2021,4,38
4,8,2021,2,1,Who Killed Sara?,TV Show,Yes,3,24,2021,13,123
4,8,2021,3,-,The Serpent,TV Show,Yes,4,2,2021,5,31
4,8,2021,4,-,Concrete Cowboy,Movie,Yes,4,2,2021,6,48
4,8,2021,5,-,Family Reunion,TV Show,Yes,7,10,2019,3,17
4,8,2021,6,-,Saving Private Ryan,Movie,,4,1,2021,3,10
4,8,2021,7,7,Cocomelon,TV Show,,6,1,2020,167,518
4,8,2021,8,-,Sniper: Ghost Shooter,Movie,,4,1,2021,4,12
4,8,2021,9,-,Legally Blonde,Movie,Yes,4,1,2021,2,4
4,8,2021,10,-,Friends with Benefits,Movie,,4,1,2021,7,38
4,9,2021,1,1,Who Killed Sara?,TV Show,Yes,3,24,2021,14,133
4,9,2021,2,-,What Lies Below,Movie,,4,4,2021,5,47
4,9,2021,3,-,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,1,8
4,9,2021,4,-,The Serpent,TV Show,Yes,4,2,2021,6,38
4,9,2021,5,5,Cocomelon,TV Show,,6,1,2020,168,524
4,9,2021,6,-,Concrete Cowboy,Movie,Yes,4,2,2021,7,53
4,9,2021,7,-,Family Reunion,TV Show,Yes,7,10,2019,4,21
4,9,2021,8,-,Saving Private Ryan,Movie,,4,1,2021,4,13
4,9,2021,9,-,Legally Blonde,Movie,Yes,4,1,2021,3,6
4,9,2021,10,-,Sniper: Ghost Shooter,Movie,,4,1,2021,5,13
4,10,2021,1,-,Thunder Force,Movie,Yes,4,9,2021,1,10
4,10,2021,2,1,Who Killed Sara?,TV Show,Yes,3,24,2021,15,142
4,10,2021,3,-,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,2,16
4,10,2021,4,-,What Lies Below,Movie,,4,4,2021,6,54
4,10,2021,5,-,The Serpent,TV Show,Yes,4,2,2021,7,44
4,10,2021,6,9,Cocomelon,TV Show,,6,1,2020,169,529
4,10,2021,7,-,The Little Rascals,Movie,,4,2,2021,1,4
4,10,2021,8,3,Concrete Cowboy,Movie,Yes,4,2,2021,8,56
4,10,2021,9,-,Legally Blonde,Movie,Yes,4,1,2021,4,8
4,10,2021,10,-,Family Reunion,TV Show,Yes,7,10,2019,5,22
4,11,2021,1,-,Thunder Force,Movie,Yes,4,9,2021,2,20
4,11,2021,2,-,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,3,25
4,11,2021,3,1,Who Killed Sara?,TV Show,Yes,3,24,2021,16,150
4,11,2021,4,-,The Little Rascals,Movie,,4,2,2021,2,11
4,11,2021,5,7,The Serpent,TV Show,Yes,4,2,2021,8,50
4,11,2021,6,-,What Lies Below,Movie,,4,4,2021,7,59
4,11,2021,7,9,Cocomelon,TV Show,,6,1,2020,170,533
4,11,2021,8,2,Concrete Cowboy,Movie,Yes,4,2,2021,9,59
4,11,2021,9,-,Legally Blonde,Movie,Yes,4,1,2021,5,10
4,11,2021,10,-,Sniper: Ghost Shooter,Movie,,4,1,2021,6,14
4,12,2021,1,-,Thunder Force,Movie,Yes,4,9,2021,3,30
4,12,2021,2,-,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,4,34
4,12,2021,3,1,Who Killed Sara?,TV Show,Yes,3,24,2021,17,158
4,12,2021,4,-,The Little Rascals,Movie,,4,2,2021,3,18
4,12,2021,5,6,The Serpent,TV Show,Yes,4,2,2021,9,56
4,12,2021,6,10,Sniper: Ghost Shooter,Movie,,4,1,2021,7,19
4,12,2021,7,-,Cocomelon,TV Show,,6,1,2020,171,537
4,12,2021,8,-,Legally Blonde,Movie,Yes,4,1,2021,6,13
4,12,2021,9,3,What Lies Below,Movie,,4,4,2021,8,61
4,12,2021,10,2,Concrete Cowboy,Movie,Yes,4,2,2021,10,60
4,13,2021,1,-,Thunder Force,Movie,Yes,4,9,2021,4,40
4,13,2021,2,-,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,5,43
4,13,2021,3,2,Who Killed Sara?,TV Show,Yes,3,24,2021,18,166
4,13,2021,4,5,The Serpent,TV Show,Yes,4,2,2021,10,63
4,13,2021,5,-,The Little Rascals,Movie,,4,2,2021,4,24
4,13,2021,6,-,The Stand-In,Movie,,4,10,2021,1,5
4,13,2021,7,8,Cocomelon,TV Show,,6,1,2020,172,541
4,13,2021,8,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,1,3
4,13,2021,9,10,Ginny & Georgia,TV Show,Yes,2,24,2021,39,328
4,13,2021,10,7,Sniper: Ghost Shooter,Movie,,4,1,2021,8,20
4,14,2021,1,-,Thunder Force,Movie,Yes,4,9,2021,5,50
4,14,2021,2,-,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,6,52
4,14,2021,3,2,Who Killed Sara?,TV Show,Yes,3,24,2021,19,174
4,14,2021,4,3,The Serpent,TV Show,Yes,4,2,2021,11,70
4,14,2021,5,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,2,9
4,14,2021,6,10,Cocomelon,TV Show,,6,1,2020,173,546
4,14,2021,7,-,The Stand-In,Movie,,4,10,2021,2,9
4,14,2021,8,-,The Little Rascals,Movie,,4,2,2021,5,27
4,14,2021,9,-,Ginny & Georgia,TV Show,Yes,2,24,2021,40,330
4,14,2021,10,7,Sniper: Ghost Shooter,Movie,,4,1,2021,9,21
4,15,2021,1,-,Thunder Force,Movie,Yes,4,9,2021,6,60
4,15,2021,2,-,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,1,9
4,15,2021,3,-,Why Did You Kill Me?,Movie,Yes,4,14,2021,1,8
4,15,2021,4,-,The Circle US,TV Show,Yes,1,1,2020,1,7
4,15,2021,5,2,Who Killed Sara?,TV Show,Yes,3,24,2021,20,180
4,15,2021,6,-,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,7,57
4,15,2021,7,7,Cocomelon,TV Show,,6,1,2020,174,550
4,15,2021,8,3,The Serpent,TV Show,Yes,4,2,2021,12,73
4,15,2021,9,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,3,11
4,15,2021,10,-,The Little Rascals,Movie,,4,2,2021,6,28
4,16,2021,1,-,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,2,19
4,16,2021,2,-,Why Did You Kill Me?,Movie,Yes,4,14,2021,2,17
4,16,2021,3,-,Thunder Force,Movie,Yes,4,9,2021,7,68
4,16,2021,4,-,The Circle US,TV Show,Yes,1,1,2020,2,14
4,16,2021,5,-,The Baker and the Beauty,TV Show,,4,13,2021,1,6
4,16,2021,6,5,Cocomelon,TV Show,,6,1,2020,175,555
4,16,2021,7,1,Who Killed Sara?,TV Show,Yes,3,24,2021,21,184
4,16,2021,8,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,4,14
4,16,2021,9,4,The Serpent,TV Show,Yes,4,2,2021,13,75
4,16,2021,10,3,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,8,58
4,17,2021,1,-,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,3,29
4,17,2021,2,-,Why Did You Kill Me?,Movie,Yes,4,14,2021,3,26
4,17,2021,3,1,Thunder Force,Movie,Yes,4,9,2021,8,76
4,17,2021,4,-,The Circle US,TV Show,Yes,1,1,2020,3,21
4,17,2021,5,-,The Baker and the Beauty,TV Show,,4,13,2021,2,12
4,17,2021,6,6,Cocomelon,TV Show,,6,1,2020,176,560
4,17,2021,7,2,Who Killed Sara?,TV Show,Yes,3,24,2021,22,188
4,17,2021,8,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,5,17
4,17,2021,9,5,The Serpent,TV Show,Yes,4,2,2021,14,77
4,17,2021,10,3,This is a Robbery: The Worl…,TV Show,Yes,4,7,2021,9,59
4,18,2021,1,-,Synchronic,Movie,,4,16,2021,1,10
4,18,2021,2,-,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,4,38
4,18,2021,3,1,Thunder Force,Movie,Yes,4,9,2021,9,84
4,18,2021,4,-,Why Did You Kill Me?,Movie,Yes,4,14,2021,4,33
4,18,2021,5,-,The Baker and the Beauty,TV Show,,4,13,2021,3,18
4,18,2021,6,-,The Circle US,TV Show,Yes,1,1,2020,4,26
4,18,2021,7,7,Cocomelon,TV Show,,6,1,2020,177,564
4,18,2021,8,4,The Little Rascals,Movie,,4,2,2021,7,31
4,18,2021,9,3,Who Killed Sara?,TV Show,Yes,3,24,2021,23,190
4,18,2021,10,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,6,18
4,19,2021,1,-,Synchronic,Movie,,4,16,2021,2,20
4,19,2021,2,-,The Baker and the Beauty,TV Show,,4,13,2021,4,27
4,19,2021,3,-,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,5,46
4,19,2021,4,1,Thunder Force,Movie,Yes,4,9,2021,10,91
4,19,2021,5,-,Why Did You Kill Me?,Movie,Yes,4,14,2021,5,39
4,19,2021,6,-,The Circle US,TV Show,Yes,1,1,2020,5,31
4,19,2021,7,7,Cocomelon,TV Show,,6,1,2020,178,568
4,19,2021,8,3,Who Killed Sara?,TV Show,Yes,3,24,2021,24,193
4,19,2021,9,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,7,20
4,19,2021,10,5,The Serpent,TV Show,Yes,4,2,2021,15,78
4,20,2021,1,-,Synchronic,Movie,,4,16,2021,3,30
4,20,2021,2,-,The Baker and the Beauty,TV Show,,4,13,2021,5,36
4,20,2021,3,-,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,6,54
4,20,2021,4,-,The Circle US,TV Show,Yes,1,1,2020,6,38
4,20,2021,5,-,Why Did You Kill Me?,Movie,Yes,4,14,2021,6,45
4,20,2021,6,7,Cocomelon,TV Show,,6,1,2020,179,573
4,20,2021,7,1,Thunder Force,Movie,Yes,4,9,2021,11,95
4,20,2021,8,3,Who Killed Sara?,TV Show,Yes,3,24,2021,25,196
4,20,2021,9,8,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,8,22
4,20,2021,10,4,The Serpent,TV Show,Yes,4,2,2021,16,79
4,21,2021,1,-,The Baker and the Beauty,TV Show,,4,13,2021,6,46
4,21,2021,2,-,Synchronic,Movie,,4,16,2021,4,39
4,21,2021,3,6,Cocomelon,TV Show,,6,1,2020,180,581
4,21,2021,4,-,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,7,61
4,21,2021,5,-,The Circle US,TV Show,Yes,1,1,2020,7,44
4,21,2021,6,1,Thunder Force,Movie,Yes,4,9,2021,12,100
4,21,2021,7,-,Why Did You Kill Me?,Movie,Yes,4,14,2021,7,49
4,21,2021,8,5,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,9,25
4,21,2021,9,3,Who Killed Sara?,TV Show,Yes,3,24,2021,26,198
4,21,2021,10,4,The Serpent,TV Show,Yes,4,2,2021,17,80
4,22,2021,1,4,The Circle US,TV Show,Yes,1,1,2020,8,54
4,22,2021,2,-,The Baker and the Beauty,TV Show,,4,13,2021,7,55
4,22,2021,3,-,Synchronic,Movie,,4,16,2021,5,47
4,22,2021,4,7,Cocomelon,TV Show,,6,1,2020,181,588
4,22,2021,5,2,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,8,67
4,22,2021,6,1,Thunder Force,Movie,Yes,4,9,2021,13,105
4,22,2021,7,9,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,10,29
4,22,2021,8,8,The Serpent,TV Show,Yes,4,2,2021,18,83
4,22,2021,9,5,Who Killed Sara?,TV Show,Yes,3,24,2021,27,200
4,22,2021,10,3,Why Did You Kill Me?,Movie,Yes,4,14,2021,8,50
4,23,2021,1,4,The Circle US,TV Show,Yes,1,1,2020,9,64
4,23,2021,2,5,The Baker and the Beauty,TV Show,,4,13,2021,8,64
4,23,2021,3,-,Stowaway,Movie,Yes,4,22,2021,1,8
4,23,2021,4,6,Cocomelon,TV Show,,6,1,2020,182,595
4,23,2021,5,-,Life in Color with David At…,TV Show,Yes,4,22,2021,1,6
4,23,2021,6,-,Synchronic,Movie,,4,16,2021,6,52
4,23,2021,7,8,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,11,33
4,23,2021,8,1,Dad Stop Embarrassing Me!,TV Show,Yes,4,14,2021,9,70
4,23,2021,9,9,The Serpent,TV Show,Yes,4,2,2021,19,85
4,23,2021,10,7,Who Killed Sara?,TV Show,Yes,3,24,2021,28,201
4,24,2021,1,-,Shadow and Bone,TV Show,Yes,4,23,2021,1,10
4,24,2021,2,-,Stowaway,Movie,Yes,4,22,2021,2,17
4,24,2021,3,4,The Circle US,TV Show,Yes,1,1,2020,10,72
4,24,2021,4,5,The Baker and the Beauty,TV Show,,4,13,2021,9,71
4,24,2021,5,6,Cocomelon,TV Show,,6,1,2020,183,601
4,24,2021,6,-,Life in Color with David At…,TV Show,Yes,4,22,2021,2,11
4,24,2021,7,-,Synchronic,Movie,,4,16,2021,7,56
4,24,2021,8,8,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,12,36
4,24,2021,9,9,The Serpent,TV Show,Yes,4,2,2021,20,87
4,24,2021,10,3,Thunder Force,Movie,Yes,4,9,2021,14,106
4,25,2021,1,-,Shadow and Bone,TV Show,Yes,4,23,2021,2,20
4,25,2021,2,-,Stowaway,Movie,Yes,4,22,2021,3,26
4,25,2021,3,-,Life in Color with David At…,TV Show,Yes,4,22,2021,3,19
4,25,2021,4,5,The Baker and the Beauty,TV Show,,4,13,2021,10,78
4,25,2021,5,6,The Circle US,TV Show,Yes,1,1,2020,11,78
4,25,2021,6,7,Cocomelon,TV Show,,6,1,2020,184,606
4,25,2021,7,1,Synchronic,Movie,,4,16,2021,8,60
4,25,2021,8,3,Thunder Force,Movie,Yes,4,9,2021,15,109
4,25,2021,9,10,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,13,38
4,25,2021,10,-,The Serpent,TV Show,Yes,4,2,2021,21,88
4,26,2021,1,-,Shadow and Bone,TV Show,Yes,4,23,2021,3,30
4,26,2021,2,-,Stowaway,Movie,Yes,4,22,2021,4,35
4,26,2021,3,-,Life in Color with David At…,TV Show,Yes,4,22,2021,4,27
4,26,2021,4,2,The Baker and the Beauty,TV Show,,4,13,2021,11,85
4,26,2021,5,6,The Circle US,TV Show,Yes,1,1,2020,12,84
4,26,2021,6,7,Cocomelon,TV Show,,6,1,2020,185,611
4,26,2021,7,1,Synchronic,Movie,,4,16,2021,9,64
4,26,2021,8,4,Thunder Force,Movie,Yes,4,9,2021,16,112
4,26,2021,9,10,The Serpent,TV Show,Yes,4,2,2021,22,90
4,26,2021,10,9,"Nicky, Ricky, Dicky & Dawn",TV Show,,4,12,2021,14,39
